Author_id,ISBN
1268,0915811537
1623,0927545373
4818,1575024179
11051,1880185008
15488,0140345809
954,0156528207
12412,0380012863
8457,0451154916
10658,0785815147
13461,0875421288
3093,1567184294
12564,156718796X
1366,1862047626
11450,0020437501
15486,0198320264
13013,0198320264
10359,0373196989
2387,0373245580
8990,0451527747
10019,0451527747
10120,0671867113
9953,0812504208
12324,0060173289
10098,0060973897
12448,0060973897
13490,006101351X
9067,0140104682
4646,0312143370
425,0316666343
13790,039456894X
14611,0440224675
4075,0449002632
9648,0449213773
3766,0452279690
9648,0553569058
10301,0679427430
4012,0679725393
10087,0802114369
7391,0803233019
15102,0803233019
13008,0819154946
7616,0897322339
6431,0940322978
15273,0940322978
4268,1573225126
1488,1579651658
3633,1878424319
11679,0600586898
8919,1853260622
13731,1857938011
12642,0060804157
9584,0140382658
13877,0152012966
13347,0312283784
12087,0345297709
12087,0345313097
865,0345335465
3165,0345416848
8756,0385333404
7411,044021145X
9698,0449212084
9888,0553582682
11727,0590947257
14860,0590947257
12404,074345829X
1790,074345829X
2119,0786913878
4281,0801491827
1929,0816729913
13305,0843136685
7978,0843136685
12107,0843136685
795,0866119531
4,0866119531
36,0866119531
2256,0866119566
9758,0866119566
3710,0870441663
6408,0870441663
10193,1561561428
2867,1561561428
4544,1561561428
11039,0553210092
865,0553258524
12889,0688163726
14991,1569471096
9325,055358099X
425,0316168815
14363,014023828X
4288,0316314927
7429,0345424719
14703,0375414746
12538,0375726403
9648,0385503857
7772,0425156842
818,0440226104
3542,0452277337
3332,0553802488
15197,0671021001
167,0767903579
1184,0805063897
3773,0679777431
7458,0553285343
13742,0486285529
11302,0671002481
4360,0812523385
5645,0895774666
7711,0020199090
7703,0385495145
9255,0679733825
14709,0842329129
6967,0842329129
140,0345451260
7744,0740700235
14447,0380973545
6984,0380973545
4720,0393321576
13947,0743424425
4301,0786868015
7801,0786868015
14068,0786868015
13697,0446610178
2544,0684854953
11412,0684854953
10120,0743229878
12796,0380617625
14698,0380732335
7202,0385337132
4329,0440235057
4329,0445402040
9401,0618119760
7454,0871138646
4104,0026329859
14684,0060621257
1206,0060915544
1206,0060917016
15090,0060925000
6071,0060932759
14850,0061000280
4213,0192815318
4252,0192815318
730,0312195516
8774,0380792664
5168,0393048977
9018,0399137807
11482,039914739X
9507,0451203046
9987,0451410556
5763,0451523318
13419,0486281965
15381,0486292940
12384,051762639X
4012,0684824442
5612,0743458303
10735,081296666X
14304,0819215635
7733,0819215635
12164,0819215635
2850,0880011025
9665,1561011525
12901,1877727083
10097,1877727083
5535,0486206173
1249,0486206173
4386,0312278586
11147,0312278586
11666,0140370900
9900,0674511255
13940,0030096189
4757,0030096189
8683,0312965745
3289,0345374657
372,0395710901
11737,080521061X
3216,0823032612
1559,0679310002
163,0312288115
6883,0316171107
11488,0380710218
2154,0515118656
3613,0553289063
2682,0671000306
10120,0671673688
7521,1561672033
1952,0425178242
3556,0425178242
7665,0618173870
15575,0156027321
4700,0375403582
7923,0385721420
14434,0451202341
6927,0743418190
3019,0385335407
8922,0965746828
13177,0060923245
13328,0486272664
1154,0786015276
1676,0786015276
1629,0060913509
11221,0553272837
8100,0440225078
4383,0312145543
3332,0425181111
4608,0380732688
6285,0140286276
11221,0373484100
6596,0449907481
3550,0553107305
1924,080213825X
11221,0515127833
8575,0345441133
10550,0515134279
497,0945586051
7411,0385490992
7411,0385424728
15330,0312980388
10725,0590419625
6678,0590419625
7411,0385472951
10608,0451195663
7553,0425182878
7317,0425182878
14407,0553564528
14407,055356451X
10120,0743412621
14444,0849943728
702,0849943450
14444,084994371X
1877,0590406019
1875,0020442408
15339,0553225987
12915,042517736X
785,0671868713
3916,038549825X
9065,0553202294
876,0345313860
876,0345369947
7866,067170124X
9810,0345353625
15277,0308102282
1024,006017143X
7969,0805056491
11931,0679401377
6429,1562827049
13665,1562827049
3019,0385306032
1238,0816152446
9140,0821772953
13564,0345379454
8324,0553576925
10120,0743206053
2688,0688169678
13522,0439319552
9952,0439319552
6998,0590870157
2318,0590870157
8008,0307001164
1515,0307001164
13023,0307001164
15201,0307001164
11540,0440441501
1471,0590687301
8027,0439061644
6600,0439569842
9952,0439569842
5299,0307118703
10066,0590418858
2784,030720152X
5460,0816728739
12289,0816728739
7070,0816728739
1631,0865050880
10379,0812519655
10379,0812524853
3776,0449211770
10870,193072229X
10379,0812521129
2530,0345251733
2263,1400077826
7932,0312995431
7932,0312312628
4597,0446394521
8722,0590021117
4747,068484267X
1778,068484267X
7383,068484267X
9133,0553578693
1471,0380709260
14886,0380709260
5196,0807565288
7932,0312986769
12000,0345413377
12000,0345413369
12000,0679893105
9416,0061096091
13564,0345369068
13564,0451184718
3776,0449209121
4440,0060938455
14293,080411952X
4919,0060575808
4919,0060558865
4689,0767912918
14173,0553298860
3272,0385335679
9507,0440122090
7854,0671525832
12268,0553279572
6184,0061009059
14344,0060930187
5990,0516076272
12513,0679450432
4623,0821775863
4623,0821770209
1415,0670855758
1817,0553562819
6447,0446364193
13397,0446519138
409,0425179672
9155,0061042943
13793,0399144463
8401,0399144463
5966,0965404560
3146,006015781X
8142,006015781X
12417,0060930705
8303,0312206763
6337,0316116025
1586,0156013967
13391,0385314019
2333,0743444167
4184,0618231617
13830,1567920047
5766,0811203220
3306,1573229148
14592,0787955671
15257,0787955671
5408,0787955671
9982,0425174484
3493,0385496907
2661,0446523992
8567,0446523992
673,0446523992
6221,0140185216
745,0140185216
10012,0684717255
15224,0684717255
11106,0486272745
10906,0486272745
11695,0062507249
4493,0684801221
10370,1576737357
441,0060083298
1558,0446672211
10353,0140293248
12353,0807070718
5653,0807070718
10854,0743213831
14450,0345305477
14261,0061080519
5440,0142000205
4160,0316735027
1101,193156146X
734,015600710X
14701,0062517856
9945,0679767789
2224,0449911683
13477,0425169626
2224,0449207757
2224,0449245691
14977,0140029400
14977,0140021566
6739,2253004022
892,2253004022
229,2253005274
2994,2253005274
4459,225300670X
519,225300670X
11304,225300670X
13136,2266084372
12368,2070362388
353,2266029460
2244,2253007102
9799,2253007102
15603,2253007102
12268,2070417743
6289,2070417743
5751,2070417743
12208,2266033689
4347,2070384349
5750,2070384349
6739,207053880X
15355,207053880X
9282,2070334368
2715,2290314951
12644,229000510X
13861,3492207006
2377,3499177757
3993,3499177757
2446,3889774016
7300,3502670005
2497,0905762487
2446,3499222604
11832,3746670055
6542,0140620427
5778,3596144434
1085,3442724686
691,3442724686
2919,0385504209
11122,0446525502
6561,0385500769
6215,0399147012
5703,0670892963
91,0688180639
734,0316789089
10283,0451197275
3066,0425184129
3171,0151001006
7411,0385505833
1380,0679442790
2002,0679442790
4425,0525943862
8575,0609605925
11494,0060191929
10120,0743206045
1179,0684864843
12523,0684867818
9586,0743406176
8658,0380978539
7429,0679603352
15138,0679410430
11122,0446523569
6916,0671042556
12513,0679450440
7227,0140107649
6819,0609606727
11122,0446527793
11122,0446531332
14858,1570717257
6578,0060192631
8717,0385420161
2185,0385420161
1992,0385420161
6177,0345339711
15022,052594463X
13490,039304016X
11221,0399147128
6525,0670031046
2765,0394574745
6447,0316969443
10120,0743230051
2023,0743230051
6447,0316693200
640,0316693200
12523,0684868911
14898,0842336214
7495,0399148582
7436,0399148582
1179,0684864320
4425,0525944834
13291,0345428900
9078,0451176812
11713,0671525794
3569,0718144538
6612,0446602086
2643,0394551427
13737,0394551427
8899,0064407667
1708,0064407667
10254,0007100221
1661,2253148539
11265,2253148539
4896,2253043974
2640,2253043974
9362,2020315491
5905,0747549923
6268,0743462335
3220,0140253580
9030,0947782141
11975,057120354X
5940,0349101779
6268,0743222229
3130,185479549X
7569,0140292918
10571,1854795554
12427,1858813093
15502,2871290911
6772,2871290911
12166,0198604025
4854,1842151053
1377,2253063339
687,1860198597
477,0767908473
4226,0767908473
2286,1842040154
5312,0140622063
11975,0571209521
1661,2264009306
268,1841952931
5731,0890877564
8071,0890877564
61,1405200677
69,0416196772
4443,0747538069
4262,0375501347
13177,0060927240
3277,0316776963
8967,156341029X
11068,0060934719
2416,1886383421
8780,1888451084
4914,0451450256
8778,1555835953
1998,0395877563
6768,0962893862
4376,1555834531
3370,0393318435
8110,0889740828
3766,1563410443
7053,1563899388
7210,1563411148
9558,0553579681
9558,0553579673
3332,0451181379
6842,0786889160
14494,0345370740
101,0553574175
101,0553574167
101,0553574159
9503,0312287240
14410,0679801146
2095,0446300101
13390,0821750410
3332,0425142485
10351,0451456548
6088,0060006048
4826,0312906552
1872,0312906552
15146,0440117291
7597,0425049981
10951,0374386676
2555,0786886463
11146,0345395379
6575,0380788497
7955,0307215342
10951,0374343381
8877,0345403339
6284,0440226694
6284,0440219604
11461,0767903285
12418,0345429176
14611,038529929X
11131,1573229571
3807,0345418778
2720,0517201658
13947,0743211383
12661,039914370X
647,1884777805
9752,0312977905
8249,0812521331
15163,0812521331
3332,0451205421
11698,0894342789
11876,0440218535
4487,0449207595
7507,0670844594
3931,039457513X
13734,0394559487
4761,0804001944
8077,0590897985
8416,0689832877
13259,0689832877
2042,0689829698
12502,0689829698
8020,0439042917
1877,0064409457
11750,0064409457
1877,0064405052
11750,0064405052
13615,043922165X
3534,0152162445
3534,0152162577
3534,015216250X
2067,1562477528
12201,0439221676
13608,0439221684
12201,0439221684
12201,0439221714
12201,0439221706
12201,0439221730
8907,0440415993
6252,0895872102
632,068983585X
1747,068983585X
3807,0345391802
9207,0440219078
1782,185424597X
11661,185424597X
8206,2080105434
10741,349913358X
11508,3257201761
8373,3404121686
4903,3404121686
9227,3404121686
8373,3404118960
8018,3404118960
14685,3404118960
4902,3404118960
13969,0345356578
13969,0345346971
1380,0753804700
13947,0451155750
4301,0786890436
7801,0786890436
13947,0786890436
14757,0415928087
13332,0415928087
7302,0521427150
12854,0812923278
1681,0884111342
10413,0345428544
3807,0671694049
8662,080901582X
873,0449006557
2034,0373250339
2062,0380820447
6277,0385497679
12287,0385497679
10262,0385497679
9853,0451454243
623,0941423042
2116,0373871562
9281,0553101439
6197,0898151910
937,0835949362
2311,0880701102
14777,039914563X
11316,0312853238
14975,0688048730
6123,0688048730
14777,0425161722
14025,0425161722
7411,0385493800
15237,0849916399
1794,1928791107
10059,1928791107
13170,067175145X
7411,0440211727
838,0877192820
8152,0380002450
8519,0793133955
3680,0394178017
14777,0425134350
15478,0385479689
10434,0385479689
1951,0380754851
12524,0380538504
10446,044661162X
7854,0671742566
9018,0515122408
7461,0440222818
7432,0451204050
416,038533334X
5820,0449131548
5875,0440120470
7007,0451188209
3654,0451188209
1315,0440130913
9698,0449001954
12513,0345404777
4100,0451185277
3019,0440224829
1027,0671779338
2154,0515134368
12087,0380759497
12086,0380759497
876,3442098424
10603,3442098424
15211,0394578791
14804,1558505377
9199,0373245696
13552,0743201078
13745,068983571X
188,0553256785
9894,0892967994
13638,0061064505
1417,0061064505
5721,1551668785
3431,0836230868
6061,0381999866
4249,0380817144
13658,0380752115
4355,0553212583
13697,0446364762
12915,0425166619
4756,061312975X
7277,0765341972
6522,0590514776
12326,0373037430
10320,0064472779
14414,0553581279
2196,0373750013
12430,0393030342
14407,0553561618
6868,0312422156
1473,0425139069
13452,0450029956
4886,0450029956
6341,0130139165
14476,0373196741
8152,0451524489
1198,0451524489
7838,0140065172
7411,044022165X
13351,0373123485
5694,0373123108
1582,0590225170
1581,0590225170
12915,0399143165
5091,044132231X
3336,0425124347
6410,0786889705
10443,0312282990
1214,0425137945
1214,042512892X
1214,0425113892
11260,0394820371
7913,0394820371
10430,0449134482
7295,014036336X
1952,0375821813
2064,0812516826
15410,0345348036
9594,0679420118
9881,0871137380
7661,0741409690
7661,0741407213
7661,0759612277
7661,0741402858
7661,1585007366
7661,074141127X
7661,0741403471
7661,0741403781
7661,0741403056
7661,0741405784
7661,0741402912
10575,0553568760
12513,034538184X
4354,0140620125
6542,0140620109
224,0375420827
3807,0671745530
2575,0805062971
4354,0553211412
3903,0671510053
146,1573229385
5616,0945397410
11114,0385334036
10736,0060914653
12087,0345347536
8631,055321313X
5807,3473540420
3241,0375507256
7665,0060529709
2249,0876850867
6221,0140274154
5630,0679743464
5630,0375704027
6704,0375704027
4684,0874067391
4901,0874067391
11478,0590484753
6228,0451527038
326,0451527038
1820,1590520777
3203,1590520777
11478,0590484672
9542,0975311255
794,0743237188
6047,0553586122
9133,0553584510
4623,0345341201
9073,1551662744
1315,0440175623
1315,0440216842
14139,0345443284
13624,0553285653
3866,0394800133
14553,0394800133
14748,0060972777
6068,0064401472
10278,0064401472
9913,0156001942
4999,055326382X
7429,0345418018
4493,0684801469
380,0393961192
5797,0393961192
15526,0393961192
4347,9997522052
12094,0872203492
7474,0872203492
2872,0872203492
7473,0872203492
7646,0312420145
1129,0911104542
7885,0375401318
15501,0140253602
430,0671789422
13920,1566193966
15195,014016930X
3622,0140077022
12226,0679732764
6071,0553273604
6071,0553273914
13594,0060256672
7024,039592720X
9179,1859671500
14522,1859671500
14085,1859671500
13297,1859671500
2321,0810935627
12324,0060928336
15197,0671003755
14812,0553268449
14958,0684844729
13327,0395051649
5123,0395051649
14996,0375705228
4896,038001503X
5218,0835607860
7506,158574218X
10898,158574218X
14166,0806996021
3511,0440215625
3277,0316777730
15616,0375501851
11024,0877733759
14133,0805019367
15430,0140070206
1622,0140236589
7569,0140042393
12253,1590520653
10943,1590521994
2736,1590521994
9730,3446202218
5739,3446202218
1024,3499134446
2906,067142517X
2676,0671726889
6447,0446601241
13947,0451124340
876,0345384466
6447,0446604801
876,0345422392
13346,0679734775
4988,0440414717
9733,0689715625
15322,0689715625
14414,0812539389
13636,0152013369
1214,0425124819
1958,0345409469
749,0345409469
8505,1558747346
1002,0373250177
10505,0763615382
3318,0965975401
11417,0965975401
9737,0965975401
11014,0965975401
13530,0141001771
11047,068930935X
10193,0451523369
8104,0786884622
2630,0449005569
13900,0671027344
9703,0786927089
14888,0786927089
6094,0684831058
6071,006019491X
9688,006019491X
14343,0684819066
5488,0375420673
4229,0140368558
5558,0395353416
6071,0066211611
9689,0066211611
3226,0312254164
3856,0312254164
15547,3453147243
2512,3746611229
4912,3492229336
2112,3453177800
2447,3423009152
14586,3596133319
12090,3822813397
2518,3426871874
12862,3453171977
7772,3423620005
4904,3423620005
6177,034537522X
6177,0345375211
2564,0345375211
5485,034545829X
6221,0140042520
11068,0380789035
11411,0446677574
1045,0345358791
1024,0060964049
6695,0380558483
6103,1558171398
10506,0425121046
7510,0441317502
12302,0804102279
6244,0812551389
13266,0345298985
13969,0345316991
13969,034531042X
13969,0345310306
13969,0345310292
13969,034531011X
11904,0679734058
6215,0451130448
11672,0553266500
14611,0440206154
10449,0345370775
12930,0441366945
11529,0441366945
7166,0441366945
6315,0441366945
5516,0553574833
2079,0553574833
4326,0915950839
1489,0060242388
1106,0452265347
4623,0743457943
11221,0373484224
9823,0553205757
13707,0060171510
11622,0312421001
533,0786000988
11068,0380789019
7385,0451135989
2720,0380018179
4660,0679004785
66,0684825821
3780,0517395754
7820,067101420X
1085,0679457313
869,0394557433
8819,0553571656
730,0312169787
6813,0942257324
9301,0805008950
10349,0786866276
1312,0151000638
577,0151000638
2044,0140266771
430,015644450X
15138,0679723420
14719,0441004016
6749,0671500546
11323,0140620338
13328,0460878263
7293,0460878263
11758,3257061269
2758,3257061269
1185,3453210999
894,3404126661
11122,3453177622
14280,3453177622
5533,3453863593
6957,3499108518
5803,3518367064
13900,3453199766
2657,3746670144
14670,3746670144
15547,3453088433
9077,0425137015
803,0425137015
4114,0425137015
3503,0425137015
6553,0553572490
9281,0553576976
15477,0451450604
13794,0441001335
3468,0451454677
13169,0373257074
9116,0441435351
2056,0373092237
2500,0373057296
1153,0373058446
5940,0349103232
10736,0571197779
14923,0679745653
15090,0571200389
1406,0785268480
3053,0785268480
14027,0785268480
7256,014044503X
10499,014044503X
10482,014044503X
14597,0851707777
176,0006276199
176,0551031123
176,0551030682
176,0551032510
1758,0551032510
4750,000649840X
14610,0140431268
1052,0099771519
13966,0486265862
785,067102535X
2249,0876855575
6386,0330376136
15497,0140272658
6185,3407780028
6185,3407780117
6731,3257250398
6733,3257250398
6731,3257250053
6733,3257250053
12021,3257250460
2652,3442435951
4587,3442435838
15563,3442435838
1029,3608919724
2675,3608919724
2516,3608919724
2633,3453132262
10211,3453132262
15108,379411664X
3734,379411664X
6185,340780573X
6674,3407805853
2575,0385720920
2575,0385498721
7522,0972948503
257,0972948503
2544,0380813815
10646,2070372294
5901,2264030542
4869,0030615321
4982,0836217632
4951,0140099832
217,0385314744
1357,0316107417
1164,0894803700
3569,0449221164
13915,0553801031
11478,0590457225
5125,0316929190
12621,0553052845
9292,0140390693
4127,0140390693
4126,0140390693
2769,0439404371
11297,0439404371
13810,0939766027
6099,0939766027
1919,0679741011
6402,0345307674
12647,0425071421
865,0345297687
9292,0766607119
3497,0766607119
12399,0766607119
6430,1573225789
9286,0380754843
151,0380754843
865,0345368940
116,0345331605
4446,0425050807
12657,044100962X
843,0553296981
1149,0553296981
4140,0553296981
9977,1895383129
11215,0375724575
1788,067163884X
15408,0553140434
2666,0029087104
5484,0425050750
14494,0345285549
3052,0345285549
14494,0345290240
12087,0345301870
13947,0451169530
8690,067168390X
13782,0385335881
13782,0385335482
7429,0553258001
7889,0671679627
11298,0375704043
2116,0373871279
901,0373484070
1184,0805063889
12188,068986020X
2106,0671568809
12198,1573228567
9325,0553582658
6710,051513399X
11221,0373218400
7163,0449217868
8332,0671573020
1835,0517006456
11886,0786867086
14752,0786867086
4169,1569471800
5881,0374216495
7409,0312274572
9970,0316825336
7450,0871137631
10823,0679419152
14850,0060192895
4665,0826308791
14950,0140259198
5365,0345435249
11068,0441003257
14508,0441003257
13564,0451202503
11122,0446606812
8299,0671028375
6866,0451181468
11088,0399149759
10015,0345384733
14982,0671759361
13930,0830724982
12915,0399146008
3937,3442720001
3704,0515132632
6817,044990671X
1246,0688124402
6375,0929587081
12347,155970117X
9774,155970117X
7996,0688105408
12847,0871130297
8361,0440500095
8685,1570362084
1206,0060930535
4495,0375702709
857,044990928X
1704,0671038184
15634,0060916508
7821,0756401453
13300,0963270702
4882,0399242562
1490,0552996009
865,0708881297
13039,0708881297
7569,0142000663
12000,0590542443
12000,0590112899
12000,0590660543
7429,0345361792
7883,0552999512
12969,041619513X
9697,0855030224
4399,0861638522
10266,0861638522
6330,0575073314
6330,0575073004
8036,0394404289
8633,000636988X
6572,1578562333
14518,0345458915
11294,038531258X
1456,006092988X
10466,0140317937
12232,0140317937
920,0743225406
2773,0553256696
7561,0553256696
4258,0553256696
1634,0785263780
1771,0785263780
9968,0802433243
9945,0375413081
342,1400034779
10577,038533303X
7385,0451163753
3786,0440414520
14016,0786885688
1160,0671880187
782,1558506454
12301,0895773538
7698,0385247745
1529,0385247745
1315,0385293542
3892,0802069347
6067,0671721038
1790,0671311891
14494,0345387007
4082,037570504X
1490,0767902521
6188,0892967048
1083,0553377868
9666,0553377868
13587,0472113658
4469,0609608444
13449,0670032425
2934,0915811332
6196,1558744606
9954,1558744606
6924,1558744606
577,080410753X
9953,0451526503
6177,0345325818
11058,044023767X
8813,014131088X
2443,043909013X
10159,0140244824
1744,155643068X
1744,096478260X
10385,096478260X
1744,155643152X
3253,0553346768
8622,0884043142
6861,0743221990
13902,0312983212
7609,0553486411
11891,3478088534
14325,3821807059
15304,0865532168
3790,059040640X
4684,1566197155
1141,0805210318
15578,0805210318
8146,031227999X
7411,0385508417
7411,0385510438
14220,0848705459
11088,0380723638
14635,0718001044
3551,0307132668
12669,0812515722
10817,0373169876
5328,0890842795
7884,0385324057
12268,9505470010
7663,0609602535
2682,0425185710
11596,0061030651
6215,0425178773
12871,0553575619
4800,0671578391
12509,0425095584
10458,0451409086
13902,031298250X
11596,006109594X
3807,0671527215
15337,0486203077
12248,0671522817
12387,0618074716
1906,1400062888
12204,0618045996
11130,0312303033
2010,1931520038
13794,0671318314
14812,0553377876
4003,1558612815
6525,014025448X
778,0060934417
10120,0671793489
15486,0174434642
3898,0174434642
7650,0679772677
6900,0312983824
8575,0449149676
8575,0449006344
9325,0553568183
1127,0451191153
8936,0451191153
11114,0440224624
6542,0451523067
5348,0451523067
6927,0743418174
6542,0451526295
9660,0451526295
4329,0440214424
6542,0451187903
9660,0451187903
9648,0385491050
1179,0671036505
363,0553213504
3775,0446605891
12283,0394758285
10120,0671004565
15327,0345370805
8332,0375703055
734,0156006529
