Author_id	Name
106	A.L. Alexander
107	A.M. Homes
108	A.R.R.R. Roberts
109	A.S.  Byatt
110	A.S. Byatt
111	A.W. Bouis
112	ACSM
113	ADRIANA TRIGIANI
114	ALEJANDRO DUMAS
115	ANNA PAVORD
116	ANNE MCCAFFREY
117	ARNOLD P. ABBOTT
118	Aaron Allston
119	Aaron Asher
120	Aaron Copland
121	Aaron Elkins
122	Aaron J. Elkins
123	Aaron Karo
124	Aaron McGruder
125	Aaron Naparstek
126	Aaron Roy Even
127	Aaron T. Beck
128	Abba Eban
129	Abbas Milani
130	Abbie Zabar
131	Abbot George Burke
132	Abby Bardi
133	Abby Kanter
134	Abdullah Yusuf Ali
135	Abigail Stone
136	Abigail Van Buren
137	Abraham Verghese
138	Abraham. VERGHESE
139	Acton Figueroa
140	Ad Hudler
141	Adam Bagdasariam
142	Adam Barrow
143	Adam Begley
144	Adam Brate
145	Adam Braver
146	Adam Davies
147	Adam Gopnik
148	Adam Haslett
149	Adam Lee
150	Adam McCauley
151	Adam Mccauley
152	Adam Parkes
153	Adam Rapp
154	Adam Smith
155	Adams
156	Adams Douglas
157	Adapted Version By Alexa Villanueva
158	Adcock
159	Adela Vengana
160	Adele Ashworth
161	Adele Faber
162	Adele Griffin
163	Adele Lang
164	Adele Parks
165	Adele Ziminski
166	Adelheid Ohlig
167	Adeline Yen Mah
168	Adib Khan
169	Adobe Creative Team
170	Adobe Systems Inc
171	Adolfo Perez Esquivel
172	Adrian Ann Rapp
173	Adrian Forsyth
174	Adrian Mitchell
175	Adrian Nicole LeBlanc
176	Adrian Plass
177	Adriana Hunter
178	Adriana Trigiani
179	Adrianne Blue
180	Adrianne Lee
181	Adrienne Dixon
182	Adrienne Eisen
183	Adrienne Jansen
184	Adèle Geras
185	Aeron Clement
186	Afi-Odelia E. Scruggs
187	Africa Fine
188	Agatha Christie
189	Aggie MacKenzie
190	Agnes Desarthe
191	Agnes Riedmann
192	Agnes Von Kurowsky
193	Agota Kristof
194	Agueev M
195	Ahdaf Soueif
196	Ahne
197	Ai Yazawa
198	Aidan Chambers
199	Aidan Meehan
200	Aiden W. Tozer
201	Aileen Paterson
202	Aimee Bender
203	Aimee Lee Ball
204	Aimee Liu
205	Aimee Thurlo
206	Aine O'Connor
207	Ainslie T. Embree
208	Aisha Ikramuddin
209	Aki Katsu
210	Akif Pirincci
211	Akif Pirinçci
212	Akihito Toda
213	Akimitsu Takagi
214	Al Andersen
215	Al Berto
216	Al Biondi
217	Al Franken
218	Al Gore
219	Al Kelly
220	Al Menconi
221	Al Roker
222	Alain Besançon
223	Alain Couprie
224	Alain De Botton
225	Alain Defossé
226	Alain Domérieux
227	Alain Duchesne
228	Alain Pierrot
229	Alain-Fournier
230	Alan Aldrich
231	Alan Brennert
232	Alan Brown
233	Alan Bullock
234	Alan Cackett
235	Alan Casty
236	Alan Cober
237	Alan Cumming
238	Alan Cumyn
239	Alan Daniel
240	Alan Dean Foster
241	Alan Doelp
242	Alan Durband
243	Alan Epstein
244	Alan Fields
245	Alan Furst
246	Alan Garner
247	Alan Gibbons
248	Alan H. Cohen
249	Alan Hooker
250	Alan J. Shalleck
251	Alan Jacobson
252	Alan Kaufman
253	Alan Landsburg
254	Alan Lee
255	Alan Lelchuk
256	Alan Lightman
257	Alan M. Clark
258	Alan M. Dahms
259	Alan M. Dershowitz
260	Alan Moore
261	Alan Nakano
262	Alan PATON
263	Alan Paton
264	Alan Ray
265	Alan Rich
266	Alan Russell
267	Alan Sheridan
268	Alan Spence
269	Alan Tiegreen
270	Alan Titchmarsh
271	Alan Trustman
272	Alan V. Hewat
273	Alan Vanneman
274	Alan W. Watts
275	Alan Watts
276	Alan Witschonke
277	Alanna Knight
278	Alastair Ker
279	Alastair MacNeill
280	Alastair McNeill
281	Alayne Main
282	Albert Bichler
283	Albert Camus
284	Albert Cohen
285	Albert Einstein
286	Albert Ellis
287	Albert Gilman
288	Albert Goldman
289	Albert H. Morehead
290	Albert J. McBride
291	Albert Mousset
292	Albert Murray
293	Albert Payson Terhune
294	Albert Schwarzenbach
295	Albert Uderzo
296	Albert Wesselski
297	Alden T
298	Aldo Leopold
299	Aldous Huxley
300	Alec Fisher
301	Alec Ross
302	Alec Waugh
303	Aleen Malcolm
304	Aleister Crowley
305	Alejandro Dumas
306	Alejandro Jodorowsky
307	Alejo Carpentier
308	Aleksandar Grujicic
309	Aleksandr Isaevich Solzhenitsyn
310	Aleksandr Solzhenitsyn
311	Aleksandr Zinoviev
312	Alesia Holliday
313	Alessandro Baricco
314	Alethea Hayter
315	Alex Beam
316	Alex Boese
317	Alex Capus
318	Alex Chadwick/ NPR
319	Alex Dingwall-Main
320	Alex Flinn
321	Alex Garland
322	Alex Haley
323	Alex Kava
324	Alex Kennedy
325	Alex Kerr
326	Alex Kershaw
327	Alex Kotlowitz
328	Alex Landragin
329	Alex Lowy
330	Alex Matthews
331	Alex Ogg
332	Alex Pate
333	Alex Trebek
334	Alexa Albert
335	Alexa Hennig Von Lange
336	Alexander C. Rae
337	Alexander English
338	Alexander Games
339	Alexander Lenard
340	Alexander Lockhart
341	Alexander Marshall
342	Alexander McCall Smith
343	Alexander Mccall Smith
344	Alexander Nehamas
345	Alexander Schmitz
346	Alexander Solschenizyn
347	Alexander Solzhenitsyn
348	Alexander Trocchi
349	Alexander Vassiliev
350	Alexandra Baumrucker
351	Alexandra Blackstone
352	Alexandra Cade
353	Alexandra David-Néel
354	Alexandra Dick
355	Alexandra Fuller
356	Alexandra Lapierre
357	Alexandra M. Terzian
358	Alexandra Parsons
359	Alexandra Ripley
360	Alexandra Sellers
361	Alexandra Stoddard
362	Alexandra Styron
363	Alexandre Dumas
364	Alexandre Dumas PÃ..re
365	Alexandre Jardin
366	Alexandria Ripley
367	Alexei Panshin
368	Alexei Sayle
369	Alexis Lipsitz
370	Alexs Pate
371	Alf Wight Writing As "James Herriott"
372	Alfie Kohn
373	Alfons
374	Alfonso Ortiz
375	Alfred Appel Jr.
376	Alfred Bester
377	Alfred Birnbaum
378	Alfred De Musset
379	Alfred Döblin
380	Alfred H. Kelly
381	Alfred Hitchcock
382	Alfred J. Kahn
383	Alfred Jarry
384	Alfred Kazin
385	Alfred Komarek
386	Alfred Lansing
387	Alfred Lord Tennyson
388	Alfred MacAdam
389	Alfred McBride
390	Alfred Noyes
391	Alfred W. Munzert
392	Alfredo Bryce Echenique
393	Algernon B. Mitford
394	Algis Budrys
395	Ali Smith
396	Alice A. Bailey
397	Alice Adams
398	Alice Alfonsi
399	Alice Bach
400	Alice Blanchard
401	Alice Borchardt
402	Alice Curtis
403	Alice Elliott Dark
404	Alice Ferney
405	Alice Gaines
406	Alice Garrard
407	Alice Gray
408	Alice Hart
409	Alice Hoffman
410	Alice Joyce Davidson
411	Alice Kaplan
412	Alice Koller
413	Alice Leccese Powers
414	Alice Mary Connally Fisk
415	Alice Mattison
416	Alice McDermott
417	Alice Miller
418	Alice Munro
419	Alice Myers
420	Alice Notley
421	Alice Outwater
422	Alice Randall
423	Alice Rhea
424	Alice S. Rossi
425	Alice Sebold
426	Alice Steinbach
427	Alice Thomas Ellis
428	Alice Turner Curtis
429	Alice Vaara
430	Alice Walker
431	Alice Williams
432	Alicia Appleman-Jurman
433	Alicia Mundy
434	Alicia Ross
435	Alien Stevens
436	Aliki
437	Alina Reyes
438	Aline Romanos
439	Alisa Bauman
440	Alisa Craig
441	Alisa Kwitney
442	Alisa M. Hoffman
443	Alisa Valdes-Rodriguez
444	Alisa; Harrar
445	Alison Entrekin
446	Alison Fraser
447	Alison Gold
448	Alison Habens
449	Alison Lurie
450	Alison Mack
451	Alison McMillen
452	Alison Smith
453	Alison Wearing
454	Alison Webster
455	Alison Weir
456	Alistair MacLea
457	Alistair MacLean
458	Alistair MacLeod
459	Alistair Maclean
460	Alix Berenzy
461	Alix Kates Shulman
462	Aliza Sherman
463	Aljean Harmetz
464	Aljonna Möckel
465	Allan
466	Allan &amp; Barbara Pease
467	Allan Ahlberg
468	Allan Cox
469	Allan Eckert
470	Allan Folsom
471	Allan Gurganus
472	Allan Haley
473	Allan Sutton
474	Allan Topol
475	Allan W Eckert
476	Allan W. Eckert
477	Allan Zola Kronzek
478	Allan Zullo
479	Allana Martin
480	Allegra Goodman
481	Allen Carr
482	Allen D. Bragdon
483	Allen DeHart
484	Allen Drury
485	Allen Edgar
486	Allen Frances M.D.
487	Allen Ginsberg
488	Allen Klein
489	Allen M. Schoen
490	Allen Mandelbaum
491	Allen Morgan
492	Allen Rucker
493	Allen Say
494	Allen St. John
495	Allen Steele
496	Allen Weinstein
497	Allen Widome
498	Alligator Descartes
499	Allison Pearson
500	Allison Pollack Alexander
501	Allison Uttley
502	Alma Alexander Hromic
503	Alma Bond
504	Alma E. Guinness
505	Alma H. Bond
506	Alma Marceau
507	Alma Maritano
508	Alonzo Kimball
509	Alpha Staff
510	Alton Gansky
511	Alton Raible
512	Alvin F. Poussaint
513	Alvin Kernan
514	Alvin Moscow
515	Alvin Schwartz
516	Alwyn Crawshaw
517	Alyssa Dean
518	Alzir He
519	Alzir Hella
520	Amanda Ashley
521	Amanda Bennett
522	Amanda Brown
523	Amanda Brownfield
524	Amanda Cross
525	Amanda Davis
526	Amanda Eyre Ward
527	Amanda Foreman
528	Amanda Lee
529	Amanda McKay
530	Amanda O'Neill
531	Amanda Omart
532	Amanda Quick
533	Amanda Scott
534	Amanda Stern
535	Amanda Stevens
536	Amarillas
537	Amber Coverdale Sumrall
538	Amber K
539	Ambrose Bierce
540	Ame Mahler Beanland Terry
541	Amelia Atwater-Rhodes
542	Amelie Fried
543	Amelie Glienke
544	Amelie Thoma
545	Amer Assoc Of Colleges Of
546	Amer Psychological Association
547	American College Of Obstetricians And Gynecologist
548	American College Of Sports Medicine
549	American Heart Association
550	American Psychiatric Association
551	Amin Maalouf
552	Aminah Brenda Lynn Robinson
553	Amir D. Aczel
554	Amit Chaudhuri
555	Amitav Ghosh
556	Amos Oz
557	Amulya Malladi
558	Amy Blackmarr
559	Amy Bloom
560	Amy Borkowsky
561	Amy Carter
562	Amy Ephron
563	Amy Goldman Koss
564	Amy Hassinger
565	Amy Hempel
566	Amy Hill Heart
567	Amy Hill Hearth
568	Amy J. Fetzer
569	Amy K. Brown
570	Amy Keating Rogers
571	Amy MacDonald
572	Amy Mandelker
573	Amy Paulsen
574	Amy R. Kaplan
575	Amy Sonnie
576	Amy Sylvester Katoh
577	Amy Tan
578	Amy Thomson
579	Amy Wallace
580	Amélie Nothomb
581	Ana Castillo
582	Ana Leigh
583	Ana Seymour
584	Ana?s. Nin
585	Anabel Donald
586	Anabel Kindersley
587	Anais Nin
588	Anatol Rapoport
589	Anatoli Boukreev
590	Anatolian Treasures
591	Anatoly Rybakov
592	Anaïs Nin
593	Anchee Min
594	And Lamb
595	And The Language Experts At Berlitz
596	Andes Hruby
597	Andi Watson
598	Andre Dubus III
599	Andre Franquin
600	Andre Gayot
601	Andre Maurois
602	Andre Norton
603	Andre West
604	Andrea Barrett
605	Andrea Boeshaar
606	Andrea Brown
607	Andrea Cagan
608	Andrea Camilleri
609	Andrea Carlisle
610	Andrea Chesman
611	Andrea Di Robilant
612	Andrea Edwards
613	Andrea Immer
614	Andrea Juno
615	Andrea Kane
616	Andrea Lingenfelter
617	Andrea Mohin
618	Andrea Parnell
619	Andrea Reekstin
620	Andreas Brandhorst
621	Andreas Eschbach
622	Andreas Schlüter
623	Andrei Codrescu
624	Andrei Makine
625	Andrew
626	Andrew A. Rooney
627	Andrew Bender
628	Andrew Bergman
629	Andrew Boyd
630	Andrew Calcutt
631	Andrew Carroll
632	Andrew Clements
633	Andrew Crumey
634	Andrew Davidson
635	Andrew Delbanco
636	Andrew Donkin
637	Andrew E. Falk
638	Andrew Eames
639	Andrew Glass
640	Andrew Gross
641	Andrew H. Malcolm
642	Andrew H. Vachss
643	Andrew Harper
644	Andrew Harvey
645	Andrew J. Robinson
646	Andrew Klavan
647	Andrew L Johnson
648	Andrew Louth
649	Andrew M Greeley
650	Andrew M. Greeley
651	Andrew Mark
652	Andrew Matthews
653	Andrew Matzner
654	Andrew McGahan
655	Andrew Miller
656	Andrew Morton
657	Andrew Motion
658	Andrew Murray
659	Andrew Neiderman
660	Andrew O'Hagan
661	Andrew Parkin
662	Andrew Pyper
663	Andrew R. MacAndrew
664	Andrew S. Grove
665	Andrew S. Hughes
666	Andrew Sanders
667	Andrew Sean Greer
668	Andrew Stoker
669	Andrew Tobias
670	Andrew Vachss
671	Andrew Weil M.D.
672	Andrew X. Pham
673	Andrew Young
674	Andrews
675	Andrews McMeel Publishing
676	Andreï Kourkov
677	André Gide
678	Andy And Illustrated By Andy Stiles Rector
679	Andy Andrews
680	Andy Baggott
681	Andy Mangels
682	Andy McNab
683	Andy Meisler
684	Andy Rathbone
685	Andy Roberts
686	Andy Rooney
687	Andy Sloss
688	Andy Stack
689	Andy Straka
690	Andy Warhol
691	Anette Grube
692	Angel Milan
693	Angel Pino
694	Angela Bowering
695	Angela Bowie
696	Angela C. Santomero
697	Angela Carter
698	Angela Davis
699	Angela Doherty
700	Angela Elwell Hunt
701	Angela Henry
702	Angela Hunt
703	Angela Huth
704	Angela Johnson
705	Angela Kay Kepler
706	Angela Mackail Thirkell
707	Angela Malone
708	Angela Nissel
709	Angela Praesent
710	Angela Shelf Medearis
711	Angela Sommer-Bodenburg
712	Angela Ter
713	Angela Wilkes
714	Angeles Arrien
715	Angelica Rose
716	Angelika Bardeleben
717	Angelika Fel A
718	Angelika Gundlach
719	Angelika Kutsch
720	Angelika Naujokat
721	Angels Julivert
722	Angus Calder
723	Angus J. Kennedy
724	Angus Oblong
725	Anhua Gao
726	Ania Szado
727	Anita Brookner
728	Anita Daher
729	Anita Desai
730	Anita Diamant
731	Anita Mills
732	Anita Rau Badami
733	Anita Roddick
734	Anita Shreve
735	Anitra Sheen
736	Ann B. Ross
737	Ann Bannon
738	Ann Beattie
739	Ann Bell
740	Ann Benson
741	Ann Brashares
742	Ann Braybrooks
743	Ann C. Buchanan
744	Ann Chamberlin
745	Ann Charters
746	Ann Copeland
747	Ann Coulter
748	Ann Douglas
749	Ann Druyan
750	Ann Dunnigan
751	Ann Durell
752	Ann Evans
753	Ann Goethe
754	Ann Granger
755	Ann Hibbard
756	Ann Hodgman
757	Ann Hood
758	Ann Howard Creel
759	Ann Howard Halsey
760	Ann Howard White
761	Ann K. Fisher
762	Ann Kositsky
763	Ann Landers
764	Ann Lawrence
765	Ann Linnea
766	Ann Louise Gittleman
767	Ann M. Martin
768	Ann Major
769	Ann Marie Cunningham
770	Ann Marie Winstom
771	Ann Marston
772	Ann Martin
773	Ann Matthews Martin
774	Ann McGovern
775	Ann Mcgovern
776	Ann Moura
777	Ann Packer
778	Ann Patchett
779	Ann Powers
780	Ann Price
781	Ann Radcliffe
782	Ann Rae Jonas
783	Ann Rinaldi
784	Ann Ripley
785	Ann Rule
786	Ann Shakeshaft
787	Ann Sherif
788	Ann Shulman
789	Ann Thornhill
790	Ann Van Wagner Childs
791	Ann Voss Peterson
792	Ann Wrigh
793	Ann Zwinger
794	Ann-Marie MacDonald
795	Anna
796	Anna Akhmatova
797	Anna Clarke
798	Anna Davis
799	Anna DeForest
800	Anna Deavere Smith
801	Anna Gavalda
802	Anna Gekoski
803	Anna Jennet
804	Anna Johnson
805	Anna Katherine Nicholas
806	Anna Kuhlig-Wilkinson
807	Anna L. Waldo
808	Anna Lappé
809	Anna Lee Waldo
810	Anna Leonowens
811	Anna Louise Golden
812	Anna Maclean
813	Anna Malyschewa
814	Anna Maria Ortese
815	Anna Maxted
816	Anna Murdoch
817	Anna Peturnig
818	Anna Quindlen
819	Anna Riva
820	Anna Salter
821	Anna Seghers
822	Anna Sewell
823	Anna Wimschneider
824	Annabel Laity
825	Annabel Large
826	Anne Ancelin Schützenberger
827	Anne Barone
828	Anne Bishop
829	Anne Burton
830	Anne Calcagno
831	Anne Cameron
832	Anne Christian Buchanan
833	Anne Civardi
834	Anne Colin Du Terrail
835	Anne D. LeClaire
836	Anne Damour
837	Anne Delbee
838	Anne Dingus
839	Anne Edwards
840	Anne Eliot Crompton
841	Anne Fadiman
842	Anne Fine
843	Anne Frank
844	Anne Frank House
845	Anne Frasier
846	Anne Garrels
847	Anne George
848	Anne Griffin Perry
849	Anne Hampson
850	Anne Heche
851	Anne Higgins
852	Anne Holt
853	Anne Hruska
854	Anne Kelleher
855	Anne L. McKinnon
856	Anne L. Squire-Buresh
857	Anne Lamott
858	Anne Leclaire
859	Anne Lindsay
860	Anne M. Raso
861	Anne Marie Duquette
862	Anne Marie Winston
863	Anne Mather
864	Anne Matsumoto Stewart
865	Anne McCaffrey
866	Anne McGee-Cooper
867	Anne Mccaffrey
868	Anne Michaels
869	Anne Morrow Lindbergh
870	Anne Mortimer
871	Anne Moyer Halpin
872	Anne Newlands
873	Anne Perry
874	Anne Raeff
875	Anne Rampling
876	Anne Rice
877	Anne Rivers Siddons
878	Anne Sexton
879	Anne Spudvilas
880	Anne Stuart
881	Anne Styles
882	Anne Tolstoi Wallach
883	Anne Tyler
884	Anne Ubersfeld
885	Anne Uhde
886	Anne Ursu
887	Anne Vipond
888	Anne Weale
889	Anne West
890	Anne Wilson Schaef
891	Anne-Cécile Padoux
892	Anne-Marie Marina-Médiavilla
893	Anne. McCaffrey
894	Annegrit Arens
895	Annelie Ortmanns
896	Annelie Ortmanns-Suzuki
897	Annelies Laschitza
898	Anneliese Botond
899	Annemarie
900	Annemarie Böll
901	Annette Broadrick
902	Annette DeLore
903	Annette Funicello
904	Annette Kuhn
905	Annette Lawrence Dr
906	Annette Lévy-Willard
907	Annette Meyer-Prien
908	Annie Auerbach
909	Annie Dillard
910	Annie Elizabet
911	Annie Elizabeth Delany
912	Annie Ernaux
913	Annie François
914	Annie Gottlieb
915	Annie Griffin
916	Annie Guenther
917	Annie Hawes
918	Annie Kimberlin
919	Annie Leibovitz
920	Annie Proulx
921	Annie Smith
922	Anonymous
923	Anonymous Teenager
924	Anouchka Grose Forrester
925	Ansel Adams
926	Antero Alli
927	Anthony Arnove
928	Anthony B Herbert
929	Anthony Bonner
930	Anthony Bourdain
931	Anthony Burgess
932	Anthony Chandor
933	Anthony Everitt
934	Anthony Gottlieb
935	Anthony Heald
936	Anthony Hyde
937	Anthony J Alessandra
938	Anthony Kerrigan
939	Anthony L Abraham
940	Anthony Lane
941	Anthony Louis
942	Anthony M. Fauglid
943	Anthony O'Neill
944	Anthony Pagde
945	Anthony Price
946	Anthony Robbins
947	Anthony Tallarico
948	Anthony Trollope
949	Anthony Walker
950	Anthony Weston
951	Antoine Bello
952	Antoine Chalvin
953	Antoine De Saint- Exupéry
954	Antoine De Saint-Exupery
955	Antoine De Saint-Exupéry
956	Antoine Volodine
957	Antoinette Bosc
958	Antoinette Gittinger
959	Antoinette May
960	Anton Chaitkin
961	Anton Chekhov
962	Anton Myrer
963	Antonella Platano
964	Antonia Barber
965	Antonia Felix
966	Antonia Fraser
967	Antonia S. Byatt
968	Antonia Van Der Meer
969	Antonia White
970	Antonio Gala
971	Antonio Lobo Antunes
972	Antonio Skarmeta
973	Antonio Tabucchi
974	Antony Beevor
975	Antony Mason
976	Antony Sher
977	Antonya Nelson
978	Antwone Q. Fisher
979	Anya Von Bremzen
980	Anya Weinstein
981	Aola Vandergriff
982	Aphrodite Jones
983	Apolo  Anton Ohno
984	April Christofferson
985	April Frost
986	April Henry
987	April Sinclair
988	April Wilson
989	Apsley Cherry Garrard
990	Ar
991	Arabella Weir
992	Aram Saroyan
993	Aramis Thorn
994	Ararat Iyob
995	Archer
996	Archer Mayor
997	Ardal O'Hanlon
998	Ardella Garland
999	Arden Moore
1000	Ariane Böckler
1001	Arianna Huffington
1002	Ariella Papa
1003	Arielle Ford
1004	Aristophanes
1005	Aritha Van Herk
1006	Arkadi Strugatzki
1007	Arkadia
1008	Arl Modica Matthews
1009	Arlana Anderson-Hale
1010	Arlene Eisenberg
1011	Arlene Holiday
1012	Arlene Holliday
1013	Arlene J. Chai
1014	Arlene James
1015	Arlene Matthews
1016	Arlene Monk
1017	Arlene Mosel
1018	Arlene S. Skolnick
1019	Arlie Russell Hochschild
1020	Arman Dansh
1021	Armand Eisen
1022	Armand Pierhal
1023	Armin A. Brott
1024	Armistead Maupin
1025	Arnaud De Borchgrave
1026	Arnauld Pontier
1027	Arnette Lamb
1028	Arno Gruen
1029	Arnold A. Lazarus
1030	Arnold D. Dunchock
1031	Arnold J. Pomeran
1032	Arnold Lobel
1033	Arnold Rampersad
1034	Arnold Reinhold
1035	Arnold Robbins
1036	Arnold Stadler
1037	Arnulf Zitelmann
1038	Art Buchwald
1039	Art Lee
1040	Art Spiegelman
1041	Arth
1042	Arthur Ashe
1043	Arthur Bloch
1044	Arthur Byron Cover
1045	Arthur C. Clarke
1046	Arthur C. Clarke (Introduction)
1047	Arthur Conan
1048	Arthur Conan Doyle
1049	Arthur Cook
1050	Arthur D Cashin
1051	Arthur Frommer
1052	Arthur Golden
1053	Arthur Hailey
1054	Arthur Herzog
1055	Arthur Hughes
1056	Arthur J. Roth
1057	Arthur Jacobs
1058	Arthur Koestler
1059	Arthur L. Burton III (Alb3)
1060	Arthur Luther
1061	Arthur Lyons
1062	Arthur M Schlesinger
1063	Arthur Miller
1064	Arthur N Schwartz
1065	Arthur Nersesian
1066	Arthur Phillips
1067	Arthur Plotnik
1068	Arthur Ransome
1069	Arthur Rimbaud
1070	Arthur Robins
1071	Arthur Roth
1072	Arthur Schwartz
1073	Arthur Slade
1074	Arthur V. Sellwood
1075	Arthur W. Upfield
1076	Arthur Waldhorn
1077	Arthur Watts
1078	Arthur Zeiger
1079	Arto Paasilinna
1080	Arturo Barea
1081	Arturo Cuyas
1082	Arturo Perez- Reverte
1083	Arturo Perez-Reverte
1084	Arturo Pérez-Reverte
1085	Arundhati Roy
1086	Asha Bandele
1087	Ashland Price
1088	Ashleigh Bryce Clayton
1089	Ashley McConnell
1090	Ashley Montagu
1091	Ashley Warlick
1092	Asian Women United Of California
1093	Asne Seierstad
1094	Assata Shakur
1095	Astrid Lindgren
1096	Athol Fugard
1097	Atima Srivastava
1098	Attallah Shabazz
1099	Atul Gawande
1100	Audrey Couloumbis
1101	Audrey Niffenegger
1102	Audrey Wood
1103	August S
1104	August Strindberg
1105	August William Derleth
1106	August Wilson
1107	Augusta Trobaugh
1108	Auguste Charpentier
1109	Augusten Burroughs
1110	Augustine
1111	Augusto Monterroso
1112	Aurelius Battaglia
1113	Aurthur Van Essen
1114	Austin Clarke
1115	Austin S. Camacho
1116	Austin Tappan Wright
1117	Author Unknown
1118	Avery Corman
1119	Avery Hart
1120	Avery Thorne
1121	Avi
1122	Avodah K. Offit
1123	Axel Madsen
1124	Axel Merz
1125	Aylmer Maud
1126	Aylmer Maude
1127	Ayn Rand
1128	Azar Nafisi
1129	B Kliban
1130	B. Alison Weir
1131	B. B. Hiller
1132	B. B. Jordan
1133	B. B. King
1134	B. Blake Levitt
1135	B. Delores Max
1136	B. Dobbins
1137	B. H. Liddell Hart
1138	B. Henry Perez
1139	B. J. Daniels
1140	B. J. Hoff
1141	B. K. S. Iyengar
1142	B. Kliban
1143	B. M. Gill
1144	B. Ransom
1145	B. Traven
1146	B. Wilson
1147	B.B. Hiller
1148	B.G. Ford
1149	B.M. Mooyaart
1150	BELINDA BARNES
1151	BERNARD POULIN
1152	BH&amp;G Editors
1153	BJ James
1154	BRADLEY P WARSHAUER
1155	Babette Cole
1156	Bagram Ibatoulline
1157	Bahiyyih Nakhjavani
1158	Bailey White
1159	Baine Kerr
1160	Banana Yoshimoto
1161	Bapsi Sidhwa
1162	Barb Schwarz
1163	Barbara Allen
1164	Barbara Ann Kipfer
1165	Barbara Ardinger
1166	Barbara Bell
1167	Barbara Bergman
1168	Barbara Boswell
1169	Barbara Bretton
1170	Barbara Brondolo
1171	Barbara Bush
1172	Barbara Canida MD
1173	Barbara Cartland
1174	Barbara Chepaitis
1175	Barbara Cohen
1176	Barbara Corcoran
1177	Barbara De Angelis
1178	Barbara Deighton
1179	Barbara Delinsky
1180	Barbara Dimmick
1181	Barbara Dolan
1182	Barbara Dunlop
1183	Barbara E. Cohen
1184	Barbara Ehrenreich
1185	Barbara Erskine
1186	Barbara Everett
1187	Barbara Faith
1188	Barbara Ferry Johnson
1189	Barbara Finn Hewitt
1190	Barbara Fister
1191	Barbara Fitzgerald
1192	Barbara Freese
1193	Barbara Freethy
1194	Barbara Ganim
1195	Barbara Gibson
1196	Barbara Gowdy
1197	Barbara Graham
1198	Barbara H. Solomon
1199	Barbara Hambly
1200	Barbara Haveland
1201	Barbara Heidkamp
1202	Barbara Hoberman Levine
1203	Barbara Holland
1204	Barbara Johnson
1205	Barbara Keiler
1206	Barbara Kingsolver
1207	Barbara L. Heller M.S.W.
1208	Barbara Linner
1209	Barbara Love
1210	Barbara M. Morris
1211	Barbara Mancuso Bouton
1212	Barbara Mertz
1213	Barbara Metzger
1214	Barbara Michaels
1215	Barbara Mujica
1216	Barbara Myerhoff
1217	Barbara Neely
1218	Barbara Olson
1219	Barbara Park
1220	Barbara Parker
1221	Barbara Pierce
1222	Barbara Pronin
1223	Barbara Pym
